Ship,Alpha,Initial_Bot_Position,Rat_Position,MyBot_Total,MyBot_Attempt_Count,MyBot_Blocked_Sensing,MyBot_Rat_Chase_Count,MyBot_Ping_Count,Rat_Not_Caught
132,0.12,"(9, 1)","(14, 25)",232,1,8,106,110,False
132,0.14,"(9, 1)","(14, 25)",212,1,8,96,100,False
132,0.16,"(9, 1)","(14, 25)",232,1,8,106,110,False
132,0.18,"(9, 1)","(14, 25)",174,1,8,78,80,False
132,0.2,"(9, 1)","(14, 25)",211,1,8,95,100,False
132,0.3,"(9, 1)","(14, 25)",154,1,8,68,70,False
132,0.4,"(9, 1)","(14, 25)",262,1,8,120,126,False
132,0.5,"(9, 1)","(14, 25)",340,1,8,160,164,False
133,0.02,"(8, 21)","(14, 22)",246,3,30,90,96,False
133,0.04,"(8, 21)","(14, 22)",135,3,30,35,40,False
133,0.06,"(8, 21)","(14, 22)",128,3,30,30,38,False
133,0.08,"(8, 21)","(14, 22)",586,3,30,260,266,False
133,0.1,"(8, 21)","(14, 22)",194,3,30,64,70,False
133,0.12,"(8, 21)","(14, 22)",592,3,30,262,270,False
133,0.14,"(8, 21)","(14, 22)",139,3,30,39,40,False
133,0.16,"(8, 21)","(14, 22)",128,3,30,30,38,False
133,0.18,"(8, 21)","(14, 22)",128,3,30,30,38,False
133,0.2,"(8, 21)","(14, 22)",128,3,30,30,38,False
133,0.3,"(8, 21)","(14, 22)",139,3,30,39,40,False
133,0.4,"(8, 21)","(14, 22)",139,3,30,39,40,False
133,0.5,"(8, 21)","(14, 22)",436,3,30,186,190,False
134,0.02,"(8, 25)","(14, 23)",247,2,11,110,115,False
134,0.04,"(8, 25)","(14, 23)",303,2,11,140,141,False
134,0.06,"(8, 25)","(14, 23)",267,2,11,120,125,False
134,0.08,"(8, 25)","(14, 23)",487,2,11,230,235,False
134,0.1,"(8, 25)","(14, 23)",423,2,11,200,201,False
134,0.12,"(8, 25)","(14, 23)",423,2,11,200,201,False
134,0.14,"(8, 25)","(14, 23)",487,2,11,230,235,False
134,0.16,"(8, 25)","(14, 23)",565,2,11,270,273,False
134,0.18,"(8, 25)","(14, 23)",487,2,11,230,235,False
134,0.2,"(8, 25)","(14, 23)",327,2,11,150,155,False
134,0.3,"(8, 25)","(14, 23)",327,2,11,150,155,False
134,0.4,"(8, 25)","(14, 23)",623,2,11,300,301,False
134,0.5,"(8, 25)","(14, 23)",709,2,11,340,347,False
135,0.02,"(8, 26)","(14, 19)",475,1,5,230,235,False
135,0.04,"(8, 26)","(14, 19)",151,1,5,70,71,False
135,0.06,"(8, 26)","(14, 19)",671,1,5,330,331,False
135,0.08,"(8, 26)","(14, 19)",475,1,5,230,235,False
135,0.1,"(8, 26)","(14, 19)",993,1,5,490,493,False
135,0.12,"(8, 26)","(14, 19)",831,1,5,410,411,False
135,0.14,"(8, 26)","(14, 19)",711,1,5,350,351,False
135,0.16,"(8, 26)","(14, 19)",313,1,5,150,153,False
135,0.18,"(8, 26)","(14, 19)",511,1,5,250,251,False
135,0.2,"(8, 26)","(14, 19)",313,1,5,150,153,False
135,0.3,"(8, 26)","(14, 19)",573,1,5,280,283,False
135,0.4,"(8, 26)","(14, 19)",191,1,5,90,91,False
135,0.5,"(8, 26)","(14, 19)",511,1,5,250,251,False
136,0.02,"(9, 1)","(14, 19)",152,2,7,68,70,False
136,0.04,"(9, 1)","(14, 19)",89,2,7,35,40,False
136,0.06,"(9, 1)","(14, 19)",152,2,7,68,70,False
136,0.08,"(9, 1)","(14, 19)",153,2,7,69,70,False
136,0.1,"(9, 1)","(14, 19)",240,2,7,110,116,False
136,0.12,"(9, 1)","(14, 19)",165,2,7,71,80,False
136,0.14,"(9, 1)","(14, 19)",254,2,7,120,120,False
136,0.16,"(9, 1)","(14, 19)",113,2,7,49,50,False
136,0.18,"(9, 1)","(14, 19)",93,2,7,39,40,False
136,0.2,"(9, 1)","(14, 19)",93,2,7,39,40,False
136,0.3,"(9, 1)","(14, 19)",250,2,7,116,120,False
136,0.4,"(9, 1)","(14, 19)",130,2,7,56,60,False
136,0.5,"(9, 1)","(14, 19)",112,2,7,48,50,False
137,0.02,"(8, 26)","(14, 16)",434,1,5,210,214,False
137,0.04,"(8, 26)","(14, 16)",1240,1,5,610,620,False
137,0.06,"(8, 26)","(14, 16)",305,1,5,145,150,False
137,0.08,"(8, 26)","(14, 16)",256,1,5,120,126,False
137,0.1,"(8, 26)","(14, 16)",422,1,5,202,210,False
137,0.12,"(8, 26)","(14, 16)",284,1,5,134,140,False
137,0.14,"(8, 26)","(14, 16)",123,1,5,53,60,False
137,0.16,"(8, 26)","(14, 16)",407,1,5,197,200,False
137,0.18,"(8, 26)","(14, 16)",432,1,5,210,212,False
137,0.2,"(8, 26)","(14, 16)",266,1,5,126,130,False
137,0.3,"(8, 26)","(14, 16)",421,1,5,201,210,False
137,0.4,"(8, 26)","(14, 16)",405,1,5,195,200,False
137,0.5,"(8, 26)","(14, 16)",238,1,5,110,118,False
138,0.02,"(9, 5)","(14, 26)",259,1,6,120,127,False
138,0.04,"(9, 5)","(14, 26)",99,1,6,40,47,False
138,0.06,"(9, 5)","(14, 26)",119,1,6,50,57,False
138,0.08,"(9, 5)","(14, 26)",595,1,6,290,293,False
138,0.1,"(9, 5)","(14, 26)",435,1,6,210,213,False
138,0.12,"(9, 5)","(14, 26)",459,1,6,220,227,False
138,0.14,"(9, 5)","(14, 26)",99,1,6,40,47,False
138,0.16,"(9, 5)","(14, 26)",481,1,6,230,239,False
138,0.18,"(9, 5)","(14, 26)",361,1,6,170,179,False
138,0.2,"(9, 5)","(14, 26)",601,1,6,290,299,False
138,0.3,"(9, 5)","(14, 26)",99,1,6,40,47,False
138,0.4,"(9, 5)","(14, 26)",99,1,6,40,47,False
138,0.5,"(9, 5)","(14, 26)",539,1,6,260,267,False
139,0.02,"(9, 1)","(14, 17)",294,2,11,132,140,False
139,0.04,"(9, 1)","(14, 17)",294,2,11,132,140,False
139,0.06,"(9, 1)","(14, 17)",438,2,11,206,210,False
139,0.08,"(9, 1)","(14, 17)",128,2,11,50,56,False
139,0.1,"(9, 1)","(14, 17)",406,2,11,190,194,False
139,0.12,"(9, 1)","(14, 17)",122,2,11,50,50,False
139,0.14,"(9, 1)","(14, 17)",118,2,11,46,50,False
139,0.16,"(9, 1)","(14, 17)",276,2,11,124,130,False
139,0.18,"(9, 1)","(14, 17)",156,2,11,64,70,False
139,0.2,"(9, 1)","(14, 17)",162,2,11,70,70,False
139,0.3,"(9, 1)","(14, 17)",128,2,11,50,56,False
139,0.4,"(9, 1)","(14, 17)",154,2,11,62,70,False
139,0.5,"(9, 1)","(14, 17)",136,2,11,54,60,False
140,0.02,"(8, 27)","(14, 23)",129,3,9,51,60,False
140,0.04,"(8, 27)","(14, 23)",284,3,9,130,136,False
140,0.06,"(8, 27)","(14, 23)",129,3,9,51,60,False
140,0.08,"(8, 27)","(14, 23)",90,3,9,32,40,False
140,0.1,"(8, 27)","(14, 23)",60,3,9,20,22,False
140,0.12,"(8, 27)","(14, 23)",129,3,9,51,60,False
140,0.14,"(8, 27)","(14, 23)",95,3,9,37,40,False
140,0.16,"(8, 27)","(14, 23)",116,3,9,48,50,False
140,0.18,"(8, 27)","(14, 23)",110,3,9,42,50,False
140,0.2,"(8, 27)","(14, 23)",60,3,9,20,22,False
140,0.3,"(8, 27)","(14, 23)",86,3,9,30,38,False
140,0.4,"(8, 27)","(14, 23)",204,3,9,90,96,False
140,0.5,"(8, 27)","(14, 23)",90,3,9,32,40,False
141,0.02,"(8, 22)","(14, 20)",52,4,8,16,20,False
141,0.04,"(8, 22)","(14, 20)",52,4,8,16,20,False
141,0.06,"(8, 22)","(14, 20)",368,4,8,172,180,False
141,0.08,"(8, 22)","(14, 20)",310,4,8,144,150,False
141,0.1,"(8, 22)","(14, 20)",311,4,8,145,150,False
141,0.12,"(8, 22)","(14, 20)",636,4,8,310,310,False
141,0.14,"(8, 22)","(14, 20)",193,4,8,87,90,False
141,0.16,"(8, 22)","(14, 20)",276,4,8,130,130,False
141,0.18,"(8, 22)","(14, 20)",233,4,8,107,110,False
141,0.2,"(8, 22)","(14, 20)",275,4,8,129,130,False
141,0.3,"(8, 22)","(14, 20)",310,4,8,144,150,False
141,0.4,"(8, 22)","(14, 20)",71,4,8,25,30,False
141,0.5,"(8, 22)","(14, 20)",124,4,8,50,58,False
142,0.02,"(8, 27)","(14, 20)",163,2,10,70,73,False
142,0.04,"(8, 27)","(14, 20)",941,2,10,460,461,False
142,0.06,"(8, 27)","(14, 20)",527,2,10,250,257,False
142,0.08,"(8, 27)","(14, 20)",323,2,10,150,153,False
142,0.1,"(8, 27)","(14, 20)",201,2,10,90,91,False
142,0.12,"(8, 27)","(14, 20)",141,2,10,60,61,False
142,0.14,"(8, 27)","(14, 20)",527,2,10,250,257,False
142,0.16,"(8, 27)","(14, 20)",527,2,10,250,257,False
142,0.18,"(8, 27)","(14, 20)",61,2,10,20,21,False
142,0.2,"(8, 27)","(14, 20)",447,2,10,210,217,False
142,0.3,"(8, 27)","(14, 20)",263,2,10,120,123,False
142,0.4,"(8, 27)","(14, 20)",447,2,10,210,217,False
142,0.5,"(8, 27)","(14, 20)",61,2,10,20,21,False
143,0.02,"(9, 9)","(14, 15)",467,1,11,220,225,False
143,0.04,"(9, 9)","(14, 15)",609,1,11,290,297,False
143,0.06,"(9, 9)","(14, 15)",527,1,11,250,255,False
143,0.08,"(9, 9)","(14, 15)",329,1,11,150,157,False
143,0.1,"(9, 9)","(14, 15)",283,1,11,130,131,False
143,0.12,"(9, 9)","(14, 15)",447,1,11,210,215,False
143,0.14,"(9, 9)","(14, 15)",343,1,11,160,161,False
143,0.16,"(9, 9)","(14, 15)",183,1,11,80,81,False
143,0.18,"(9, 9)","(14, 15)",665,1,11,320,323,False
143,0.2,"(9, 9)","(14, 15)",343,1,11,160,161,False
143,0.3,"(9, 9)","(14, 15)",125,1,11,50,53,False
143,0.4,"(9, 9)","(14, 15)",343,1,11,160,161,False
143,0.5,"(9, 9)","(14, 15)",343,1,11,160,161,False
144,0.02,"(9, 2)","(15, 6)",165,2,19,60,67,False
144,0.04,"(9, 2)","(15, 6)",221,2,19,90,93,False
144,0.06,"(9, 2)","(15, 6)",221,2,19,90,93,False
144,0.08,"(9, 2)","(15, 6)",399,2,19,180,181,False
144,0.1,"(9, 2)","(15, 6)",439,2,19,200,201,False
144,0.12,"(9, 2)","(15, 6)",427,2,19,190,199,False
144,0.14,"(9, 2)","(15, 6)",165,2,19,60,67,False
144,0.16,"(9, 2)","(15, 6)",165,2,19,60,67,False
144,0.18,"(9, 2)","(15, 6)",165,2,19,60,67,False
144,0.2,"(9, 2)","(15, 6)",427,2,19,190,199,False
144,0.3,"(9, 2)","(15, 6)",399,2,19,180,181,False
144,0.4,"(9, 2)","(15, 6)",467,2,19,210,219,False
144,0.5,"(9, 2)","(15, 6)",283,2,19,120,125,False
145,0.02,"(8, 13)","(13, 26)",401,1,10,190,191,False
145,0.04,"(8, 13)","(13, 26)",907,1,10,440,447,False
145,0.06,"(8, 13)","(13, 26)",601,1,10,290,291,False
145,0.08,"(8, 13)","(13, 26)",821,1,10,400,401,False
145,0.1,"(8, 13)","(13, 26)",601,1,10,290,291,False
145,0.12,"(8, 13)","(13, 26)",483,1,10,230,233,False
145,0.14,"(8, 13)","(13, 26)",401,1,10,190,191,False
145,0.16,"(8, 13)","(13, 26)",247,1,10,110,117,False
145,0.18,"(8, 13)","(13, 26)",487,1,10,230,237,False
145,0.2,"(8, 13)","(13, 26)",187,1,10,80,87,False
145,0.3,"(8, 13)","(13, 26)",269,1,10,120,129,False
145,0.4,"(8, 13)","(13, 26)",607,1,10,290,297,False
145,0.5,"(8, 13)","(13, 26)",261,1,10,120,121,False
146,0.02,"(8, 9)","(14, 2)",472,2,13,220,226,False
146,0.04,"(8, 9)","(14, 2)",270,2,13,120,124,False
146,0.06,"(8, 9)","(14, 2)",345,2,13,159,160,False
146,0.08,"(8, 9)","(14, 2)",372,2,13,170,176,False
146,0.1,"(8, 9)","(14, 2)",340,2,13,154,160,False
146,0.12,"(8, 9)","(14, 2)",220,2,13,94,100,False
146,0.14,"(8, 9)","(14, 2)",490,2,13,230,234,False
146,0.16,"(8, 9)","(14, 2)",637,2,13,301,310,False
146,0.18,"(8, 9)","(14, 2)",486,2,13,230,230,False
146,0.2,"(8, 9)","(14, 2)",442,2,13,206,210,False
146,0.3,"(8, 9)","(14, 2)",479,2,13,223,230,False
146,0.4,"(8, 9)","(14, 2)",261,2,13,115,120,False
146,0.5,"(8, 9)","(14, 2)",326,2,13,150,150,False
147,0.02,"(8, 25)","(14, 21)",339,2,10,159,160,False
147,0.04,"(8, 25)","(14, 21)",177,2,10,77,80,False
147,0.06,"(8, 25)","(14, 21)",494,2,10,234,240,False
147,0.08,"(8, 25)","(14, 21)",366,2,10,170,176,False
147,0.1,"(8, 25)","(14, 21)",226,2,10,100,106,False
147,0.12,"(8, 25)","(14, 21)",299,2,10,139,140,False
147,0.14,"(8, 25)","(14, 21)",680,2,10,330,330,False
147,0.16,"(8, 25)","(14, 21)",228,2,10,100,108,False
147,0.18,"(8, 25)","(14, 21)",152,2,10,62,70,False
147,0.2,"(8, 25)","(14, 21)",156,2,10,66,70,False
147,0.3,"(8, 25)","(14, 21)",296,2,10,136,140,False
147,0.4,"(8, 25)","(14, 21)",366,2,10,170,176,False
147,0.5,"(8, 25)","(14, 21)",52,2,10,12,20,False
148,0.02,"(8, 12)","(14, 4)",428,1,7,204,210,False
148,0.04,"(8, 12)","(14, 4)",378,1,7,180,184,False
148,0.06,"(8, 12)","(14, 4)",528,1,7,254,260,False
148,0.08,"(8, 12)","(14, 4)",428,1,7,204,210,False
148,0.1,"(8, 12)","(14, 4)",153,1,7,69,70,False
148,0.12,"(8, 12)","(14, 4)",293,1,7,139,140,False
148,0.14,"(8, 12)","(14, 4)",482,1,7,230,238,False
148,0.16,"(8, 12)","(14, 4)",131,1,7,57,60,False
148,0.18,"(8, 12)","(14, 4)",494,1,7,240,240,False
148,0.2,"(8, 12)","(14, 4)",269,1,7,125,130,False
148,0.3,"(8, 12)","(14, 4)",482,1,7,230,238,False
148,0.4,"(8, 12)","(14, 4)",688,1,7,334,340,False
148,0.5,"(8, 12)","(14, 4)",292,1,7,138,140,False
149,0.02,"(8, 25)","(14, 15)",63,1,5,23,30,False
149,0.04,"(8, 25)","(14, 15)",446,1,5,216,220,False
149,0.06,"(8, 25)","(14, 15)",264,1,5,124,130,False
149,0.08,"(8, 25)","(14, 15)",481,1,5,231,240,False
149,0.1,"(8, 25)","(14, 15)",63,1,5,23,30,False
149,0.12,"(8, 25)","(14, 15)",505,1,5,245,250,False
149,0.14,"(8, 25)","(14, 15)",607,1,5,297,300,False
149,0.16,"(8, 25)","(14, 15)",662,1,5,322,330,False
149,0.18,"(8, 25)","(14, 15)",607,1,5,297,300,False
149,0.2,"(8, 25)","(14, 15)",322,1,5,152,160,False
149,0.3,"(8, 25)","(14, 15)",167,1,5,77,80,False
149,0.4,"(8, 25)","(14, 15)",266,1,5,126,130,False
149,0.5,"(8, 25)","(14, 15)",94,1,5,40,44,False
150,0.02,"(9, 1)","(14, 25)",133,1,5,60,63,False
150,0.04,"(9, 1)","(14, 25)",113,1,5,50,53,False
150,0.06,"(9, 1)","(14, 25)",113,1,5,50,53,False
150,0.08,"(9, 1)","(14, 25)",133,1,5,60,63,False
150,0.1,"(9, 1)","(14, 25)",133,1,5,60,63,False
150,0.12,"(9, 1)","(14, 25)",113,1,5,50,53,False
150,0.14,"(9, 1)","(14, 25)",155,1,5,70,75,False
150,0.16,"(9, 1)","(14, 25)",155,1,5,70,75,False
150,0.18,"(9, 1)","(14, 25)",371,1,5,180,181,False
150,0.2,"(9, 1)","(14, 25)",291,1,5,140,141,False
150,0.3,"(9, 1)","(14, 25)",315,1,5,150,155,False
150,0.4,"(9, 1)","(14, 25)",155,1,5,70,75,False
150,0.5,"(9, 1)","(14, 25)",133,1,5,60,63,False
151,0.02,"(8, 24)","(14, 15)",186,0,5,86,90,False
151,0.04,"(8, 24)","(14, 15)",476,0,5,230,236,False
151,0.06,"(8, 24)","(14, 15)",240,0,5,110,120,False
151,0.08,"(8, 24)","(14, 15)",209,0,5,99,100,False
151,0.1,"(8, 24)","(14, 15)",347,0,5,167,170,False
151,0.12,"(8, 24)","(14, 15)",142,0,5,62,70,False
151,0.14,"(8, 24)","(14, 15)",146,0,5,66,70,False
151,0.16,"(8, 24)","(14, 15)",181,0,5,81,90,False
151,0.18,"(8, 24)","(14, 15)",163,0,5,73,80,False
151,0.2,"(8, 24)","(14, 15)",101,0,5,41,50,False
151,0.3,"(8, 24)","(14, 15)",290,0,5,140,140,False
151,0.4,"(8, 24)","(14, 15)",489,0,5,239,240,False
151,0.5,"(8, 24)","(14, 15)",224,0,5,104,110,False
152,0.02,"(8, 16)","(14, 9)",44,2,9,10,16,False
152,0.04,"(8, 16)","(14, 9)",424,2,9,200,206,False
152,0.06,"(8, 16)","(14, 9)",849,2,9,411,420,False
152,0.08,"(8, 16)","(14, 9)",213,2,9,95,100,False
152,0.1,"(8, 16)","(14, 9)",400,2,9,190,192,False
152,0.12,"(8, 16)","(14, 9)",754,2,9,366,370,False
152,0.14,"(8, 16)","(14, 9)",424,2,9,200,206,False
152,0.16,"(8, 16)","(14, 9)",229,2,9,101,110,False
152,0.18,"(8, 16)","(14, 9)",478,2,9,230,230,False
152,0.2,"(8, 16)","(14, 9)",162,2,9,70,74,False
152,0.3,"(8, 16)","(14, 9)",162,2,9,70,74,False
152,0.4,"(8, 16)","(14, 9)",44,2,9,10,16,False
152,0.5,"(8, 16)","(14, 9)",44,2,9,10,16,False
153,0.02,"(9, 7)","(14, 19)",164,1,18,60,68,False
153,0.04,"(9, 7)","(14, 19)",355,1,18,159,160,False
153,0.06,"(9, 7)","(14, 19)",438,1,18,200,202,False
153,0.08,"(9, 7)","(14, 19)",235,1,18,99,100,False
153,0.1,"(9, 7)","(14, 19)",355,1,18,159,160,False
153,0.12,"(9, 7)","(14, 19)",262,1,18,110,116,False
153,0.14,"(9, 7)","(14, 19)",348,1,18,152,160,False
153,0.16,"(9, 7)","(14, 19)",371,1,18,165,170,False
153,0.18,"(9, 7)","(14, 19)",269,1,18,113,120,False
153,0.2,"(9, 7)","(14, 19)",471,1,18,215,220,False
153,0.3,"(9, 7)","(14, 19)",452,1,18,206,210,False
153,0.4,"(9, 7)","(14, 19)",611,1,18,285,290,False
153,0.5,"(9, 7)","(14, 19)",355,1,18,159,160,False
154,0.02,"(8, 11)","(14, 12)",330,1,6,158,160,False
154,0.04,"(8, 11)","(14, 12)",208,1,6,96,100,False
154,0.06,"(8, 11)","(14, 12)",164,1,6,72,80,False
154,0.08,"(8, 11)","(14, 12)",154,1,6,70,72,False
154,0.1,"(8, 11)","(14, 12)",127,1,6,55,60,False
154,0.12,"(8, 11)","(14, 12)",127,1,6,55,60,False
154,0.14,"(8, 11)","(14, 12)",147,1,6,65,70,False
154,0.16,"(8, 11)","(14, 12)",111,1,6,49,50,False
154,0.18,"(8, 11)","(14, 12)",336,1,6,160,164,False
154,0.2,"(8, 11)","(14, 12)",249,1,6,117,120,False
154,0.3,"(8, 11)","(14, 12)",208,1,6,96,100,False
154,0.4,"(8, 11)","(14, 12)",294,1,6,140,142,False
154,0.5,"(8, 11)","(14, 12)",186,1,6,84,90,False
155,0.02,"(8, 23)","(14, 21)",241,2,9,110,113,False
155,0.04,"(8, 23)","(14, 21)",341,2,9,160,163,False
155,0.06,"(8, 23)","(14, 21)",283,2,9,130,135,False
155,0.08,"(8, 23)","(14, 21)",1001,2,9,490,493,False
155,0.1,"(8, 23)","(14, 21)",283,2,9,130,135,False
155,0.12,"(8, 23)","(14, 21)",125,2,9,50,57,False
155,0.14,"(8, 23)","(14, 21)",325,2,9,150,157,False
155,0.16,"(8, 23)","(14, 21)",479,2,9,230,231,False
155,0.18,"(8, 23)","(14, 21)",425,2,9,200,207,False
155,0.2,"(8, 23)","(14, 21)",81,2,9,30,33,False
155,0.3,"(8, 23)","(14, 21)",125,2,9,50,57,False
155,0.4,"(8, 23)","(14, 21)",125,2,9,50,57,False
155,0.5,"(8, 23)","(14, 21)",125,2,9,50,57,False
156,0.02,"(8, 20)","(14, 16)",295,0,7,140,141,False
156,0.04,"(8, 20)","(14, 16)",135,0,7,60,61,False
156,0.06,"(8, 20)","(14, 16)",75,0,7,30,31,False
156,0.08,"(8, 20)","(14, 16)",161,0,7,70,77,False
156,0.1,"(8, 20)","(14, 16)",141,0,7,60,67,False
156,0.12,"(8, 20)","(14, 16)",57,0,7,20,23,False
156,0.14,"(8, 20)","(14, 16)",55,0,7,20,21,False
156,0.16,"(8, 20)","(14, 16)",359,0,7,170,175,False
156,0.18,"(8, 20)","(14, 16)",395,0,7,190,191,False
156,0.2,"(8, 20)","(14, 16)",355,0,7,170,171,False
156,0.3,"(8, 20)","(14, 16)",359,0,7,170,175,False
156,0.4,"(8, 20)","(14, 16)",359,0,7,170,175,False
156,0.5,"(8, 20)","(14, 16)",57,0,7,20,23,False
157,0.02,"(8, 4)","(13, 23)",283,2,12,129,130,False
157,0.04,"(8, 4)","(13, 23)",239,2,12,105,110,False
157,0.06,"(8, 4)","(13, 23)",121,2,12,47,50,False
157,0.08,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.1,"(8, 4)","(13, 23)",82,2,12,28,30,False
157,0.12,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.14,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.16,"(8, 4)","(13, 23)",361,2,12,167,170,False
157,0.18,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.2,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.3,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.4,"(8, 4)","(13, 23)",196,2,12,82,90,False
157,0.5,"(8, 4)","(13, 23)",230,2,12,100,106,False
158,0.02,"(9, 2)","(14, 18)",279,1,5,130,139,False
158,0.04,"(9, 2)","(14, 18)",893,1,5,440,443,False
158,0.06,"(9, 2)","(14, 18)",437,1,5,210,217,False
158,0.08,"(9, 2)","(14, 18)",637,1,5,310,317,False
158,0.1,"(9, 2)","(14, 18)",777,1,5,380,387,False
158,0.12,"(9, 2)","(14, 18)",833,1,5,410,413,False
158,0.14,"(9, 2)","(14, 18)",637,1,5,310,317,False
158,0.16,"(9, 2)","(14, 18)",393,1,5,190,193,False
158,0.18,"(9, 2)","(14, 18)",413,1,5,200,203,False
158,0.2,"(9, 2)","(14, 18)",713,1,5,350,353,False
158,0.3,"(9, 2)","(14, 18)",833,1,5,410,413,False
158,0.4,"(9, 2)","(14, 18)",671,1,5,330,331,False
158,0.5,"(9, 2)","(14, 18)",1051,1,5,520,521,False
159,0.02,"(8, 14)","(14, 15)",179,2,6,80,87,False
159,0.04,"(8, 14)","(14, 15)",613,2,6,300,301,False
159,0.06,"(8, 14)","(14, 15)",121,2,6,50,59,False
159,0.08,"(8, 14)","(14, 15)",93,2,6,40,41,False
159,0.1,"(8, 14)","(14, 15)",93,2,6,40,41,False
159,0.12,"(8, 14)","(14, 15)",93,2,6,40,41,False
159,0.14,"(8, 14)","(14, 15)",357,2,6,170,175,False
159,0.16,"(8, 14)","(14, 15)",121,2,6,50,59,False
159,0.18,"(8, 14)","(14, 15)",93,2,6,40,41,False
159,0.2,"(8, 14)","(14, 15)",93,2,6,40,41,False
159,0.3,"(8, 14)","(14, 15)",455,2,6,220,223,False
159,0.4,"(8, 14)","(14, 15)",195,2,6,90,93,False
159,0.5,"(8, 14)","(14, 15)",213,2,6,100,101,False
160,0.02,"(8, 13)","(14, 16)",1338,3,12,654,660,False
160,0.04,"(8, 13)","(14, 16)",217,3,12,93,100,False
160,0.06,"(8, 13)","(14, 16)",202,3,12,88,90,False
160,0.08,"(8, 13)","(14, 16)",664,3,12,320,320,False
160,0.1,"(8, 13)","(14, 16)",162,3,12,68,70,False
160,0.12,"(8, 13)","(14, 16)",230,3,12,100,106,False
160,0.14,"(8, 13)","(14, 16)",137,3,12,53,60,False
160,0.16,"(8, 13)","(14, 16)",277,3,12,123,130,False
160,0.18,"(8, 13)","(14, 16)",570,3,12,270,276,False
160,0.2,"(8, 13)","(14, 16)",277,3,12,123,130,False
160,0.3,"(8, 13)","(14, 16)",121,3,12,47,50,False
160,0.4,"(8, 13)","(14, 16)",122,3,12,48,50,False
160,0.5,"(8, 13)","(14, 16)",132,3,12,50,58,False
161,0.02,"(9, 3)","(14, 13)",328,2,19,140,150,False
161,0.04,"(9, 3)","(14, 13)",96,2,19,28,30,False
161,0.06,"(9, 3)","(14, 13)",311,2,19,133,140,False
161,0.08,"(9, 3)","(14, 13)",514,2,19,236,240,False
161,0.1,"(9, 3)","(14, 13)",457,2,19,209,210,False
161,0.12,"(9, 3)","(14, 13)",93,2,19,25,30,False
161,0.14,"(9, 3)","(14, 13)",328,2,19,140,150,False
161,0.16,"(9, 3)","(14, 13)",93,2,19,25,30,False
161,0.18,"(9, 3)","(14, 13)",93,2,19,25,30,False
161,0.2,"(9, 3)","(14, 13)",178,2,19,70,70,False
161,0.3,"(9, 3)","(14, 13)",311,2,19,133,140,False
161,0.4,"(9, 3)","(14, 13)",515,2,19,237,240,False
161,0.5,"(9, 3)","(14, 13)",506,2,19,230,238,False
162,0.02,"(8, 19)","(14, 12)",161,1,9,70,73,False
162,0.04,"(8, 19)","(14, 12)",559,1,9,270,271,False
162,0.06,"(8, 19)","(14, 12)",561,1,9,270,273,False
162,0.08,"(8, 19)","(14, 12)",119,1,9,50,51,False
162,0.1,"(8, 19)","(14, 12)",125,1,9,50,57,False
162,0.12,"(8, 19)","(14, 12)",179,1,9,80,81,False
162,0.14,"(8, 19)","(14, 12)",559,1,9,270,271,False
162,0.16,"(8, 19)","(14, 12)",205,1,9,90,97,False
162,0.18,"(8, 19)","(14, 12)",161,1,9,70,73,False
162,0.2,"(8, 19)","(14, 12)",503,1,9,240,245,False
162,0.3,"(8, 19)","(14, 12)",479,1,9,230,231,False
162,0.4,"(8, 19)","(14, 12)",701,1,9,340,343,False
162,0.5,"(8, 19)","(14, 12)",1423,1,9,700,705,False
163,0.02,"(9, 14)","(15, 2)",285,0,4,137,140,False
163,0.04,"(9, 14)","(15, 2)",285,0,4,137,140,False
163,0.06,"(9, 14)","(15, 2)",327,0,4,159,160,False
163,0.08,"(9, 14)","(15, 2)",374,0,4,180,186,False
163,0.1,"(9, 14)","(15, 2)",240,0,4,112,120,False
163,0.12,"(9, 14)","(15, 2)",140,0,4,62,70,False
163,0.14,"(9, 14)","(15, 2)",326,0,4,158,160,False
163,0.16,"(9, 14)","(15, 2)",348,0,4,170,170,False
163,0.18,"(9, 14)","(15, 2)",382,0,4,184,190,False
163,0.2,"(9, 14)","(15, 2)",526,0,4,258,260,False
163,0.3,"(9, 14)","(15, 2)",725,0,4,357,360,False
163,0.4,"(9, 14)","(15, 2)",285,0,4,137,140,False
163,0.5,"(9, 14)","(15, 2)",326,0,4,158,160,False
164,0.02,"(8, 27)","(14, 13)",2208,0,56,1046,1050,False
164,0.04,"(8, 27)","(14, 13)",556,0,56,220,224,False
164,0.06,"(8, 27)","(14, 13)",410,0,56,148,150,False
164,0.08,"(8, 27)","(14, 13)",404,0,56,142,150,False
164,0.1,"(8, 27)","(14, 13)",429,0,56,157,160,False
164,0.12,"(8, 27)","(14, 13)",298,0,56,90,96,False
164,0.14,"(8, 27)","(14, 13)",378,0,56,130,136,False
164,0.16,"(8, 27)","(14, 13)",288,0,56,86,90,False
164,0.18,"(8, 27)","(14, 13)",351,0,56,119,120,False
