Ship,Alpha,Initial_Bot_Position,Rat_Position,MyBot_Total,MyBot_Attempt_Count,MyBot_Blocked_Sensing,MyBot_Rat_Chase_Count,MyBot_Ping_Count,Rat_Not_Caught
197,0.02,"(8, 26)","(14, 19)",598,1,12,284,290,False
197,0.04,"(8, 26)","(14, 19)",214,1,12,90,100,False
197,0.06,"(8, 26)","(14, 19)",279,1,12,125,130,False
197,0.08,"(8, 26)","(14, 19)",155,1,12,61,70,False
197,0.1,"(8, 26)","(14, 19)",363,1,12,169,170,False
197,0.12,"(8, 26)","(14, 19)",304,1,12,140,140,False
197,0.14,"(8, 26)","(14, 19)",219,1,12,95,100,False
197,0.16,"(8, 26)","(14, 19)",124,1,12,50,50,False
197,0.18,"(8, 26)","(14, 19)",217,1,12,93,100,False
197,0.2,"(8, 26)","(14, 19)",219,1,12,95,100,False
197,0.3,"(8, 26)","(14, 19)",272,1,12,120,128,False
197,0.4,"(8, 26)","(14, 19)",326,1,12,150,152,False
197,0.5,"(8, 26)","(14, 19)",304,1,12,140,140,False
198,0.02,"(8, 11)","(13, 27)",447,1,9,210,219,False
198,0.04,"(8, 11)","(13, 27)",161,1,9,70,73,False
198,0.06,"(8, 11)","(13, 27)",305,1,9,140,147,False
198,0.08,"(8, 11)","(13, 27)",161,1,9,70,73,False
198,0.1,"(8, 11)","(13, 27)",301,1,9,140,143,False
198,0.12,"(8, 11)","(13, 27)",301,1,9,140,143,False
198,0.14,"(8, 11)","(13, 27)",545,1,9,260,267,False
198,0.16,"(8, 11)","(13, 27)",299,1,9,140,141,False
198,0.18,"(8, 11)","(13, 27)",343,1,9,160,165,False
198,0.2,"(8, 11)","(13, 27)",203,1,9,90,95,False
198,0.3,"(8, 11)","(13, 27)",203,1,9,90,95,False
198,0.4,"(8, 11)","(13, 27)",299,1,9,140,141,False
198,0.5,"(8, 11)","(13, 27)",861,1,9,420,423,False
199,0.02,"(9, 1)","(14, 23)",185,3,9,80,87,False
199,0.04,"(9, 1)","(14, 23)",319,3,9,150,151,False
199,0.06,"(9, 1)","(14, 23)",319,3,9,150,151,False
199,0.08,"(9, 1)","(14, 23)",161,3,9,70,73,False
199,0.1,"(9, 1)","(14, 23)",365,3,9,170,177,False
199,0.12,"(9, 1)","(14, 23)",141,3,9,60,63,False
199,0.14,"(9, 1)","(14, 23)",161,3,9,70,73,False
199,0.16,"(9, 1)","(14, 23)",345,3,9,160,167,False
199,0.18,"(9, 1)","(14, 23)",359,3,9,170,171,False
199,0.2,"(9, 1)","(14, 23)",359,3,9,170,171,False
199,0.3,"(9, 1)","(14, 23)",979,3,9,480,481,False
199,0.4,"(9, 1)","(14, 23)",347,3,9,160,169,False
199,0.5,"(9, 1)","(14, 23)",383,3,9,180,185,False
