Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count,Rat_Not_Caught
113,0.04,"(8, 23)","(14, 19)",62,1,5,26,26,False
113,0.06,"(8, 23)","(14, 19)",206,1,5,98,98,False
113,0.08,"(8, 23)","(14, 19)",130,1,5,60,60,False
113,0.1,"(8, 23)","(14, 19)",122,1,5,56,56,False
113,0.12,"(8, 23)","(14, 19)",394,1,5,192,192,False
113,0.14,"(8, 23)","(14, 19)",66,1,5,28,28,False
113,0.16,"(8, 23)","(14, 19)",62,1,5,26,26,False
113,0.18,"(8, 23)","(14, 19)",482,1,5,236,236,False
113,0.2,"(8, 23)","(14, 19)",618,1,5,304,304,False
113,0.3,"(8, 23)","(14, 19)",206,1,5,98,98,False
113,0.4,"(8, 23)","(14, 19)",294,1,5,142,142,False
113,0.5,"(8, 23)","(14, 19)",258,1,5,124,124,False
113,0.6,"(8, 23)","(14, 19)",1390,1,5,690,690,False
113,0.7,"(8, 23)","(14, 19)",550,1,5,270,270,False
113,0.8,"(8, 23)","(14, 19)",774,1,5,382,382,False
113,0.9,"(8, 23)","(14, 19)",894,1,5,442,442,False
113,1.0,"(8, 23)","(14, 19)",722,1,5,356,356,False
114,0.02,"(8, 23)","(14, 17)",182,1,11,80,80,False
114,0.04,"(8, 23)","(14, 17)",274,1,11,126,126,False
114,0.06,"(8, 23)","(14, 17)",422,1,11,200,200,False
114,0.08,"(8, 23)","(14, 17)",182,1,11,80,80,False
114,0.1,"(8, 23)","(14, 17)",206,1,11,92,92,False
114,0.12,"(8, 23)","(14, 17)",358,1,11,168,168,False
114,0.14,"(8, 23)","(14, 17)",246,1,11,112,112,False
114,0.16,"(8, 23)","(14, 17)",306,1,11,142,142,False
114,0.18,"(8, 23)","(14, 17)",306,1,11,142,142,False
114,0.2,"(8, 23)","(14, 17)",358,1,11,168,168,False
114,0.3,"(8, 23)","(14, 17)",114,1,11,46,46,False
114,0.4,"(8, 23)","(14, 17)",358,1,11,168,168,False
114,0.5,"(8, 23)","(14, 17)",574,1,11,276,276,False
114,0.6,"(8, 23)","(14, 17)",274,1,11,126,126,False
114,0.7,"(8, 23)","(14, 17)",274,1,11,126,126,False
114,0.8,"(8, 23)","(14, 17)",1366,1,11,672,672,False
114,0.9,"(8, 23)","(14, 17)",586,1,11,282,282,False
114,1.0,"(8, 23)","(14, 17)",310,1,11,144,144,False
115,0.02,"(8, 15)","(14, 22)",136,3,7,61,61,False
115,0.04,"(8, 15)","(14, 22)",248,3,7,117,117,False
115,0.06,"(8, 15)","(14, 22)",768,3,7,377,377,False
115,0.08,"(8, 15)","(14, 22)",384,3,7,185,185,False
115,0.1,"(8, 15)","(14, 22)",520,3,7,253,253,False
115,0.12,"(8, 15)","(14, 22)",280,3,7,133,133,False
115,0.14,"(8, 15)","(14, 22)",240,3,7,113,113,False
115,0.16,"(8, 15)","(14, 22)",400,3,7,193,193,False
115,0.18,"(8, 15)","(14, 22)",128,3,7,57,57,False
115,0.2,"(8, 15)","(14, 22)",128,3,7,57,57,False
115,0.3,"(8, 15)","(14, 22)",64,3,7,25,25,False
115,0.4,"(8, 15)","(14, 22)",156,3,7,71,71,False
115,0.5,"(8, 15)","(14, 22)",104,3,7,45,45,False
115,0.6,"(8, 15)","(14, 22)",104,3,7,45,45,False
115,0.7,"(8, 15)","(14, 22)",948,3,7,467,467,False
115,0.8,"(8, 15)","(14, 22)",1384,3,7,685,685,False
115,0.9,"(8, 15)","(14, 22)",124,3,7,55,55,False
115,1.0,"(8, 15)","(14, 22)",652,3,7,319,319,False
116,0.02,"(8, 25)","(14, 16)",128,1,11,53,53,False
116,0.04,"(8, 25)","(14, 16)",72,1,11,25,25,False
116,0.06,"(8, 25)","(14, 16)",116,1,11,47,47,False
116,0.08,"(8, 25)","(14, 16)",72,1,11,25,25,False
116,0.1,"(8, 25)","(14, 16)",116,1,11,47,47,False
116,0.12,"(8, 25)","(14, 16)",72,1,11,25,25,False
116,0.14,"(8, 25)","(14, 16)",132,1,11,55,55,False
116,0.16,"(8, 25)","(14, 16)",712,1,11,345,345,False
116,0.18,"(8, 25)","(14, 16)",164,1,11,71,71,False
116,0.2,"(8, 25)","(14, 16)",180,1,11,79,79,False
116,0.3,"(8, 25)","(14, 16)",688,1,11,333,333,False
116,0.4,"(8, 25)","(14, 16)",164,1,11,71,71,False
116,0.5,"(8, 25)","(14, 16)",516,1,11,247,247,False
116,0.6,"(8, 25)","(14, 16)",796,1,11,387,387,False
116,0.7,"(8, 25)","(14, 16)",708,1,11,343,343,False
116,0.8,"(8, 25)","(14, 16)",400,1,11,189,189,False
116,0.9,"(8, 25)","(14, 16)",316,1,11,147,147,False
116,1.0,"(8, 25)","(14, 16)",1832,1,11,905,905,False
117,0.02,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.04,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.06,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.08,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.1,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.12,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.14,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.16,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.18,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.2,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.3,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.4,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.5,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.6,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.7,"(8, 28)","(14, 25)",22,0,6,5,5,False
117,0.8,"(8, 28)","(14, 25)",86,0,6,37,37,False
117,0.9,"(8, 28)","(14, 25)",50,0,6,19,19,False
117,1.0,"(8, 28)","(14, 25)",54,0,6,21,21,False
118,0.02,"(8, 27)","(14, 21)",1034,1,9,508,508,False
118,0.04,"(8, 27)","(14, 21)",1014,1,9,498,498,False
118,0.06,"(8, 27)","(14, 21)",42,1,9,12,12,False
118,0.08,"(8, 27)","(14, 21)",58,1,9,20,20,False
118,0.1,"(8, 27)","(14, 21)",58,1,9,20,20,False
118,0.12,"(8, 27)","(14, 21)",290,1,9,136,136,False
118,0.14,"(8, 27)","(14, 21)",86,1,9,34,34,False
118,0.16,"(8, 27)","(14, 21)",398,1,9,190,190,False
118,0.18,"(8, 27)","(14, 21)",162,1,9,72,72,False
118,0.2,"(8, 27)","(14, 21)",678,1,9,330,330,False
118,0.3,"(8, 27)","(14, 21)",138,1,9,60,60,False
118,0.4,"(8, 27)","(14, 21)",62,1,9,22,22,False
118,0.5,"(8, 27)","(14, 21)",62,1,9,22,22,False
118,0.6,"(8, 27)","(14, 21)",62,1,9,22,22,False
118,0.7,"(8, 27)","(14, 21)",762,1,9,372,372,False
118,0.8,"(8, 27)","(14, 21)",554,1,9,268,268,False
118,0.9,"(8, 27)","(14, 21)",6310,1,9,3146,3146,False
118,1.0,"(8, 27)","(14, 21)",2358,1,9,1170,1170,False
119,0.02,"(8, 23)","(14, 9)",1484,2,16,726,726,False
119,0.04,"(8, 23)","(14, 9)",80,2,16,24,24,False
119,0.06,"(8, 23)","(14, 9)",612,2,16,290,290,False
119,0.08,"(8, 23)","(14, 9)",340,2,16,154,154,False
119,0.1,"(8, 23)","(14, 9)",396,2,16,182,182,False
119,0.12,"(8, 23)","(14, 9)",220,2,16,94,94,False
119,0.14,"(8, 23)","(14, 9)",280,2,16,124,124,False
119,0.16,"(8, 23)","(14, 9)",304,2,16,136,136,False
119,0.18,"(8, 23)","(14, 9)",376,2,16,172,172,False
119,0.2,"(8, 23)","(14, 9)",328,2,16,148,148,False
119,0.3,"(8, 23)","(14, 9)",436,2,16,202,202,False
119,0.4,"(8, 23)","(14, 9)",472,2,16,220,220,False
119,0.5,"(8, 23)","(14, 9)",132,2,16,50,50,False
119,0.6,"(8, 23)","(14, 9)",136,2,16,52,52,False
119,0.7,"(8, 23)","(14, 9)",136,2,16,52,52,False
119,0.8,"(8, 23)","(14, 9)",136,2,16,52,52,False
119,0.9,"(8, 23)","(14, 9)",604,2,16,286,286,False
119,1.0,"(8, 23)","(14, 9)",452,2,16,210,210,False
120,0.02,"(8, 15)","(14, 11)",384,2,7,185,185,False
120,0.04,"(8, 15)","(14, 11)",188,2,7,87,87,False
120,0.06,"(8, 15)","(14, 11)",592,2,7,289,289,False
120,0.08,"(8, 15)","(14, 11)",388,2,7,187,187,False
120,0.1,"(8, 15)","(14, 11)",156,2,7,71,71,False
120,0.12,"(8, 15)","(14, 11)",92,2,7,39,39,False
120,0.14,"(8, 15)","(14, 11)",240,2,7,113,113,False
120,0.16,"(8, 15)","(14, 11)",128,2,7,57,57,False
120,0.18,"(8, 15)","(14, 11)",144,2,7,65,65,False
120,0.2,"(8, 15)","(14, 11)",88,2,7,37,37,False
120,0.3,"(8, 15)","(14, 11)",228,2,7,107,107,False
120,0.4,"(8, 15)","(14, 11)",304,2,7,145,145,False
120,0.5,"(8, 15)","(14, 11)",996,2,7,491,491,False
120,0.6,"(8, 15)","(14, 11)",296,2,7,141,141,False
120,0.7,"(8, 15)","(14, 11)",304,2,7,145,145,False
120,0.8,"(8, 15)","(14, 11)",852,2,7,419,419,False
120,0.9,"(8, 15)","(14, 11)",1004,2,7,495,495,False
120,1.0,"(8, 15)","(14, 11)",680,2,7,333,333,False
121,0.02,"(8, 22)","(14, 17)",384,3,31,161,161,False
121,0.04,"(8, 22)","(14, 17)",160,3,31,49,49,False
121,0.06,"(8, 22)","(14, 17)",156,3,31,47,47,False
121,0.08,"(8, 22)","(14, 17)",156,3,31,47,47,False
121,0.1,"(8, 22)","(14, 17)",148,3,31,43,43,False
121,0.12,"(8, 22)","(14, 17)",628,3,31,283,283,False
121,0.14,"(8, 22)","(14, 17)",108,3,31,23,23,False
121,0.16,"(8, 22)","(14, 17)",156,3,31,47,47,False
121,0.18,"(8, 22)","(14, 17)",192,3,31,65,65,False
121,0.2,"(8, 22)","(14, 17)",200,3,31,69,69,False
121,0.3,"(8, 22)","(14, 17)",624,3,31,281,281,False
121,0.4,"(8, 22)","(14, 17)",384,3,31,161,161,False
121,0.5,"(8, 22)","(14, 17)",484,3,31,211,211,False
121,0.6,"(8, 22)","(14, 17)",220,3,31,79,79,False
121,0.7,"(8, 22)","(14, 17)",236,3,31,87,87,False
121,0.8,"(8, 22)","(14, 17)",396,3,31,167,167,False
121,0.9,"(8, 22)","(14, 17)",396,3,31,167,167,False
121,1.0,"(8, 22)","(14, 17)",208,3,31,73,73,False
122,0.02,"(8, 27)","(14, 26)",1446,0,16,707,707,False
122,0.04,"(8, 27)","(14, 26)",218,0,16,93,93,False
122,0.06,"(8, 27)","(14, 26)",106,0,16,37,37,False
122,0.08,"(8, 27)","(14, 26)",106,0,16,37,37,False
122,0.1,"(8, 27)","(14, 26)",226,0,16,97,97,False
122,0.12,"(8, 27)","(14, 26)",166,0,16,67,67,False
122,0.14,"(8, 27)","(14, 26)",762,0,16,365,365,False
122,0.16,"(8, 27)","(14, 26)",326,0,16,147,147,False
122,0.18,"(8, 27)","(14, 26)",94,0,16,31,31,False
122,0.2,"(8, 27)","(14, 26)",94,0,16,31,31,False
122,0.3,"(8, 27)","(14, 26)",610,0,16,289,289,False
122,0.4,"(8, 27)","(14, 26)",214,0,16,91,91,False
122,0.5,"(8, 27)","(14, 26)",318,0,16,143,143,False
122,0.6,"(8, 27)","(14, 26)",418,0,16,193,193,False
122,0.7,"(8, 27)","(14, 26)",418,0,16,193,193,False
122,0.8,"(8, 27)","(14, 26)",1022,0,16,495,495,False
122,0.9,"(8, 27)","(14, 26)",458,0,16,213,213,False
122,1.0,"(8, 27)","(14, 26)",614,0,16,291,291,False
123,0.02,"(8, 22)","(14, 16)",144,2,10,62,62,False
123,0.04,"(8, 22)","(14, 16)",444,2,10,212,212,False
123,0.06,"(8, 22)","(14, 16)",1104,2,10,542,542,False
123,0.08,"(8, 22)","(14, 16)",592,2,10,286,286,False
123,0.1,"(8, 22)","(14, 16)",248,2,10,114,114,False
123,0.12,"(8, 22)","(14, 16)",432,2,10,206,206,False
123,0.14,"(8, 22)","(14, 16)",712,2,10,346,346,False
123,0.16,"(8, 22)","(14, 16)",116,2,10,48,48,False
123,0.18,"(8, 22)","(14, 16)",188,2,10,84,84,False
123,0.2,"(8, 22)","(14, 16)",448,2,10,214,214,False
123,0.3,"(8, 22)","(14, 16)",736,2,10,358,358,False
123,0.4,"(8, 22)","(14, 16)",348,2,10,164,164,False
123,0.5,"(8, 22)","(14, 16)",164,2,10,72,72,False
123,0.6,"(8, 22)","(14, 16)",164,2,10,72,72,False
123,0.7,"(8, 22)","(14, 16)",164,2,10,72,72,False
123,0.8,"(8, 22)","(14, 16)",164,2,10,72,72,False
123,0.9,"(8, 22)","(14, 16)",164,2,10,72,72,False
123,1.0,"(8, 22)","(14, 16)",364,2,10,172,172,False
124,0.02,"(8, 22)","(14, 21)",64,1,11,21,21,False
124,0.04,"(8, 22)","(14, 21)",968,1,11,473,473,False
124,0.06,"(8, 22)","(14, 21)",64,1,11,21,21,False
124,0.08,"(8, 22)","(14, 21)",64,1,11,21,21,False
124,0.1,"(8, 22)","(14, 21)",264,1,11,121,121,False
124,0.12,"(8, 22)","(14, 21)",56,1,11,17,17,False
124,0.14,"(8, 22)","(14, 21)",116,1,11,47,47,False
124,0.16,"(8, 22)","(14, 21)",56,1,11,17,17,False
124,0.18,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,0.2,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,0.3,"(8, 22)","(14, 21)",56,1,11,17,17,False
124,0.4,"(8, 22)","(14, 21)",56,1,11,17,17,False
124,0.5,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,0.6,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,0.7,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,0.8,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,0.9,"(8, 22)","(14, 21)",60,1,11,19,19,False
124,1.0,"(8, 22)","(14, 21)",60,1,11,19,19,False
125,0.02,"(8, 23)","(14, 16)",558,2,6,273,273,False
125,0.04,"(8, 23)","(14, 16)",486,2,6,237,237,False
125,0.06,"(8, 23)","(14, 16)",134,2,6,61,61,False
125,0.08,"(8, 23)","(14, 16)",78,2,6,33,33,False
125,0.1,"(8, 23)","(14, 16)",206,2,6,97,97,False
125,0.12,"(8, 23)","(14, 16)",94,2,6,41,41,False
125,0.14,"(8, 23)","(14, 16)",74,2,6,31,31,False
125,0.16,"(8, 23)","(14, 16)",154,2,6,71,71,False
125,0.18,"(8, 23)","(14, 16)",106,2,6,47,47,False
125,0.2,"(8, 23)","(14, 16)",322,2,6,155,155,False
125,0.3,"(8, 23)","(14, 16)",94,2,6,41,41,False
125,0.4,"(8, 23)","(14, 16)",182,2,6,85,85,False
125,0.5,"(8, 23)","(14, 16)",74,2,6,31,31,False
125,0.6,"(8, 23)","(14, 16)",262,2,6,125,125,False
125,0.7,"(8, 23)","(14, 16)",266,2,6,127,127,False
125,0.8,"(8, 23)","(14, 16)",962,2,6,475,475,False
125,0.9,"(8, 23)","(14, 16)",654,2,6,321,321,False
125,1.0,"(8, 23)","(14, 16)",2062,2,6,1025,1025,False
126,0.02,"(8, 26)","(14, 16)",1000,2,21,479,479,False
126,0.04,"(8, 26)","(14, 16)",724,2,21,341,341,False
126,0.06,"(8, 26)","(14, 16)",112,2,21,35,35,False
126,0.08,"(8, 26)","(14, 16)",356,2,21,157,157,False
126,0.1,"(8, 26)","(14, 16)",272,2,21,115,115,False
126,0.12,"(8, 26)","(14, 16)",672,2,21,315,315,False
126,0.14,"(8, 26)","(14, 16)",280,2,21,119,119,False
126,0.16,"(8, 26)","(14, 16)",84,2,21,21,21,False
126,0.18,"(8, 26)","(14, 16)",296,2,21,127,127,False
126,0.2,"(8, 26)","(14, 16)",236,2,21,97,97,False
126,0.3,"(8, 26)","(14, 16)",596,2,21,277,277,False
126,0.4,"(8, 26)","(14, 16)",364,2,21,161,161,False
126,0.5,"(8, 26)","(14, 16)",712,2,21,335,335,False
126,0.6,"(8, 26)","(14, 16)",232,2,21,95,95,False
126,0.7,"(8, 26)","(14, 16)",324,2,21,141,141,False
126,0.8,"(8, 26)","(14, 16)",132,2,21,45,45,False
126,0.9,"(8, 26)","(14, 16)",132,2,21,45,45,False
126,1.0,"(8, 26)","(14, 16)",548,2,21,253,253,False
127,0.02,"(8, 23)","(14, 12)",504,1,7,245,245,False
127,0.04,"(8, 23)","(14, 12)",504,1,7,245,245,False
127,0.06,"(8, 23)","(14, 12)",1524,1,7,755,755,False
127,0.08,"(8, 23)","(14, 12)",776,1,7,381,381,False
127,0.1,"(8, 23)","(14, 12)",968,1,7,477,477,False
127,0.12,"(8, 23)","(14, 12)",272,1,7,129,129,False
127,0.14,"(8, 23)","(14, 12)",504,1,7,245,245,False
127,0.16,"(8, 23)","(14, 12)",512,1,7,249,249,False
127,0.18,"(8, 23)","(14, 12)",272,1,7,129,129,False
127,0.2,"(8, 23)","(14, 12)",504,1,7,245,245,False
127,0.3,"(8, 23)","(14, 12)",476,1,7,231,231,False
127,0.4,"(8, 23)","(14, 12)",416,1,7,201,201,False
127,0.5,"(8, 23)","(14, 12)",576,1,7,281,281,False
127,0.6,"(8, 23)","(14, 12)",636,1,7,311,311,False
127,0.7,"(8, 23)","(14, 12)",240,1,7,113,113,False
127,0.8,"(8, 23)","(14, 12)",340,1,7,163,163,False
127,0.9,"(8, 23)","(14, 12)",268,1,7,127,127,False
127,1.0,"(8, 23)","(14, 12)",324,1,7,155,155,False
128,0.02,"(8, 22)","(14, 14)",106,1,14,39,39,False
128,0.04,"(8, 22)","(14, 14)",214,1,14,93,93,False
128,0.06,"(8, 22)","(14, 14)",358,1,14,165,165,False
128,0.08,"(8, 22)","(14, 14)",166,1,14,69,69,False
128,0.1,"(8, 22)","(14, 14)",222,1,14,97,97,False
128,0.12,"(8, 22)","(14, 14)",626,1,14,299,299,False
128,0.14,"(8, 22)","(14, 14)",666,1,14,319,319,False
128,0.16,"(8, 22)","(14, 14)",398,1,14,185,185,False
128,0.18,"(8, 22)","(14, 14)",402,1,14,187,187,False
128,0.2,"(8, 22)","(14, 14)",386,1,14,179,179,False
128,0.3,"(8, 22)","(14, 14)",486,1,14,229,229,False
128,0.4,"(8, 22)","(14, 14)",554,1,14,263,263,False
128,0.5,"(8, 22)","(14, 14)",1054,1,14,513,513,False
128,0.6,"(8, 22)","(14, 14)",1790,1,14,881,881,False
128,0.7,"(8, 22)","(14, 14)",1530,1,14,751,751,False
128,0.8,"(8, 22)","(14, 14)",390,1,14,181,181,False
128,0.9,"(8, 22)","(14, 14)",582,1,14,277,277,False
128,1.0,"(8, 22)","(14, 14)",414,1,14,193,193,False
129,0.02,"(8, 23)","(14, 10)",344,1,7,165,165,False
129,0.04,"(8, 23)","(14, 10)",384,1,7,185,185,False
129,0.06,"(8, 23)","(14, 10)",324,1,7,155,155,False
129,0.08,"(8, 23)","(14, 10)",504,1,7,245,245,False
129,0.1,"(8, 23)","(14, 10)",208,1,7,97,97,False
129,0.12,"(8, 23)","(14, 10)",176,1,7,81,81,False
129,0.14,"(8, 23)","(14, 10)",180,1,7,83,83,False
129,0.16,"(8, 23)","(14, 10)",340,1,7,163,163,False
129,0.18,"(8, 23)","(14, 10)",204,1,7,95,95,False
129,0.2,"(8, 23)","(14, 10)",144,1,7,65,65,False
129,0.3,"(8, 23)","(14, 10)",412,1,7,199,199,False
129,0.4,"(8, 23)","(14, 10)",324,1,7,155,155,False
129,0.5,"(8, 23)","(14, 10)",820,1,7,403,403,False
129,0.6,"(8, 23)","(14, 10)",344,1,7,165,165,False
129,0.7,"(8, 23)","(14, 10)",436,1,7,211,211,False
129,0.8,"(8, 23)","(14, 10)",292,1,7,139,139,False
129,0.9,"(8, 23)","(14, 10)",1540,1,7,763,763,False
129,1.0,"(8, 23)","(14, 10)",312,1,7,149,149,False
130,0.02,"(8, 20)","(14, 18)",54,1,7,20,20,False
130,0.04,"(8, 20)","(14, 18)",118,1,7,52,52,False
130,0.06,"(8, 20)","(14, 18)",226,1,7,106,106,False
130,0.08,"(8, 20)","(14, 18)",238,1,7,112,112,False
130,0.1,"(8, 20)","(14, 18)",270,1,7,128,128,False
130,0.12,"(8, 20)","(14, 18)",306,1,7,146,146,False
130,0.14,"(8, 20)","(14, 18)",422,1,7,204,204,False
130,0.16,"(8, 20)","(14, 18)",270,1,7,128,128,False
130,0.18,"(8, 20)","(14, 18)",86,1,7,36,36,False
130,0.2,"(8, 20)","(14, 18)",154,1,7,70,70,False
130,0.3,"(8, 20)","(14, 18)",322,1,7,154,154,False
130,0.4,"(8, 20)","(14, 18)",266,1,7,126,126,False
130,0.5,"(8, 20)","(14, 18)",426,1,7,206,206,False
130,0.6,"(8, 20)","(14, 18)",1818,1,7,902,902,False
130,0.7,"(8, 20)","(14, 18)",486,1,7,236,236,False
130,0.8,"(8, 20)","(14, 18)",534,1,7,260,260,False
130,0.9,"(8, 20)","(14, 18)",530,1,7,258,258,False
130,1.0,"(8, 20)","(14, 18)",1062,1,7,524,524,False
131,0.02,"(8, 13)","(14, 5)",310,1,10,145,145,False
131,0.04,"(8, 13)","(14, 5)",266,1,10,123,123,False
131,0.06,"(8, 13)","(14, 5)",282,1,10,131,131,False
131,0.08,"(8, 13)","(14, 5)",254,1,10,117,117,False
131,0.1,"(8, 13)","(14, 5)",282,1,10,131,131,False
131,0.12,"(8, 13)","(14, 5)",686,1,10,333,333,False
131,0.14,"(8, 13)","(14, 5)",506,1,10,243,243,False
131,0.16,"(8, 13)","(14, 5)",370,1,10,175,175,False
131,0.18,"(8, 13)","(14, 5)",482,1,10,231,231,False
131,0.2,"(8, 13)","(14, 5)",310,1,10,145,145,False
131,0.3,"(8, 13)","(14, 5)",506,1,10,243,243,False
131,0.4,"(8, 13)","(14, 5)",530,1,10,255,255,False
131,0.5,"(8, 13)","(14, 5)",482,1,10,231,231,False
131,0.6,"(8, 13)","(14, 5)",686,1,10,333,333,False
131,0.7,"(8, 13)","(14, 5)",602,1,10,291,291,False
131,0.8,"(8, 13)","(14, 5)",402,1,10,191,191,False
131,0.9,"(8, 13)","(14, 5)",426,1,10,203,203,False
131,1.0,"(8, 13)","(14, 5)",510,1,10,245,245,False
132,0.02,"(9, 1)","(14, 25)",556,1,8,270,270,False
132,0.04,"(9, 1)","(14, 25)",180,1,8,82,82,False
132,0.06,"(9, 1)","(14, 25)",376,1,8,180,180,False
132,0.08,"(9, 1)","(14, 25)",240,1,8,112,112,False
132,0.1,"(9, 1)","(14, 25)",336,1,8,160,160,False
132,0.12,"(9, 1)","(14, 25)",180,1,8,82,82,False
132,0.14,"(9, 1)","(14, 25)",120,1,8,52,52,False
132,0.16,"(9, 1)","(14, 25)",344,1,8,164,164,False
132,0.18,"(9, 1)","(14, 25)",648,1,8,316,316,False
132,0.2,"(9, 1)","(14, 25)",120,1,8,52,52,False
132,0.3,"(9, 1)","(14, 25)",140,1,8,62,62,False
132,0.4,"(9, 1)","(14, 25)",412,1,8,198,198,False
132,0.5,"(9, 1)","(14, 25)",220,1,8,102,102,False
132,0.6,"(9, 1)","(14, 25)",296,1,8,140,140,False
132,0.7,"(9, 1)","(14, 25)",132,1,8,58,58,False
132,0.8,"(9, 1)","(14, 25)",452,1,8,218,218,False
132,0.9,"(9, 1)","(14, 25)",372,1,8,178,178,False
132,1.0,"(9, 1)","(14, 25)",1620,1,8,802,802,False
133,0.02,"(8, 21)","(14, 22)",644,3,30,292,292,False
133,0.04,"(8, 21)","(14, 22)",180,3,30,60,60,False
133,0.06,"(8, 21)","(14, 22)",164,3,30,52,52,False
133,0.08,"(8, 21)","(14, 22)",580,3,30,260,260,False
133,0.1,"(8, 21)","(14, 22)",168,3,30,54,54,False
133,0.12,"(8, 21)","(14, 22)",288,3,30,114,114,False
133,0.14,"(8, 21)","(14, 22)",160,3,30,50,50,False
133,0.16,"(8, 21)","(14, 22)",164,3,30,52,52,False
133,0.18,"(8, 21)","(14, 22)",272,3,30,106,106,False
133,0.2,"(8, 21)","(14, 22)",180,3,30,60,60,False
133,0.3,"(8, 21)","(14, 22)",388,3,30,164,164,False
133,0.4,"(8, 21)","(14, 22)",492,3,30,216,216,False
133,0.5,"(8, 21)","(14, 22)",332,3,30,136,136,False
133,0.6,"(8, 21)","(14, 22)",272,3,30,106,106,False
133,0.7,"(8, 21)","(14, 22)",456,3,30,198,198,False
133,0.8,"(8, 21)","(14, 22)",180,3,30,60,60,False
133,0.9,"(8, 21)","(14, 22)",276,3,30,108,108,False
133,1.0,"(8, 21)","(14, 22)",448,3,30,194,194,False
134,0.02,"(8, 25)","(14, 23)",352,2,11,165,165,False
134,0.04,"(8, 25)","(14, 23)",348,2,11,163,163,False
134,0.06,"(8, 25)","(14, 23)",348,2,11,163,163,False
134,0.08,"(8, 25)","(14, 23)",576,2,11,277,277,False
134,0.1,"(8, 25)","(14, 23)",504,2,11,241,241,False
134,0.12,"(8, 25)","(14, 23)",64,2,11,21,21,False
134,0.14,"(8, 25)","(14, 23)",196,2,11,87,87,False
134,0.16,"(8, 25)","(14, 23)",232,2,11,105,105,False
134,0.18,"(8, 25)","(14, 23)",156,2,11,67,67,False
134,0.2,"(8, 25)","(14, 23)",256,2,11,117,117,False
134,0.3,"(8, 25)","(14, 23)",312,2,11,145,145,False
134,0.4,"(8, 25)","(14, 23)",444,2,11,211,211,False
134,0.5,"(8, 25)","(14, 23)",332,2,11,155,155,False
134,0.6,"(8, 25)","(14, 23)",472,2,11,225,225,False
134,0.7,"(8, 25)","(14, 23)",112,2,11,45,45,False
134,0.8,"(8, 25)","(14, 23)",524,2,11,251,251,False
134,0.9,"(8, 25)","(14, 23)",716,2,11,347,347,False
134,1.0,"(8, 25)","(14, 23)",516,2,11,247,247,False
135,0.02,"(8, 26)","(14, 19)",172,1,5,81,81,False
135,0.04,"(8, 26)","(14, 19)",112,1,5,51,51,False
135,0.06,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.08,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.1,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.12,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.14,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.16,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.18,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.2,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.3,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.4,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.5,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,0.6,"(8, 26)","(14, 19)",92,1,5,41,41,False
135,0.7,"(8, 26)","(14, 19)",164,1,5,77,77,False
135,0.8,"(8, 26)","(14, 19)",112,1,5,51,51,False
135,0.9,"(8, 26)","(14, 19)",32,1,5,11,11,False
135,1.0,"(8, 26)","(14, 19)",32,1,5,11,11,False
136,0.02,"(9, 1)","(14, 19)",410,2,7,198,198,False
136,0.04,"(9, 1)","(14, 19)",666,2,7,326,326,False
136,0.06,"(9, 1)","(14, 19)",254,2,7,120,120,False
136,0.08,"(9, 1)","(14, 19)",122,2,7,54,54,False
136,0.1,"(9, 1)","(14, 19)",186,2,7,86,86,False
136,0.12,"(9, 1)","(14, 19)",254,2,7,120,120,False
136,0.14,"(9, 1)","(14, 19)",66,2,7,26,26,False
