Ship,Alpha,Initial_Bot_Position,Rat_Position,Baseline_Total,Baseline_Attempt_Count,Baseline_Blocked_Sensing,Baseline_Rat_Chase_Count,Baseline_Ping_Count
166,0.08,"(3, 25)","(5, 22)",40,2,20,9,9
166,0.1,"(3, 25)","(5, 22)",52,2,20,15,15
166,0.12,"(3, 25)","(5, 22)",76,2,20,27,27
166,0.14,"(3, 25)","(5, 22)",80,2,20,29,29
166,0.16,"(3, 25)","(5, 22)",152,2,20,65,65
166,0.18,"(3, 25)","(5, 22)",152,2,20,65,65
166,0.2,"(3, 25)","(5, 22)",152,2,20,65,65
166,0.3,"(3, 25)","(5, 22)",144,2,20,61,61
166,0.4,"(3, 25)","(5, 22)",144,2,20,61,61
166,0.5,"(3, 25)","(5, 22)",144,2,20,61,61
166,0.6,"(3, 25)","(5, 22)",80,2,20,29,29
166,0.7,"(3, 25)","(5, 22)",80,2,20,29,29
166,0.8,"(3, 25)","(5, 22)",80,2,20,29,29
166,0.9,"(3, 25)","(5, 22)",80,2,20,29,29
166,1.0,"(3, 25)","(5, 22)",80,2,20,29,29
167,0.02,"(3, 23)","(5, 19)",178,1,13,82,82
167,0.04,"(3, 23)","(5, 19)",70,1,13,28,28
167,0.06,"(3, 23)","(5, 19)",1438,1,13,712,712
167,0.08,"(3, 23)","(5, 19)",430,1,13,208,208
167,0.1,"(3, 23)","(5, 19)",410,1,13,198,198
167,0.12,"(3, 23)","(5, 19)",410,1,13,198,198
167,0.14,"(3, 23)","(5, 19)",238,1,13,112,112
167,0.16,"(3, 23)","(5, 19)",238,1,13,112,112
167,0.18,"(3, 23)","(5, 19)",474,1,13,230,230
167,0.2,"(3, 23)","(5, 19)",1214,1,13,600,600
167,0.3,"(3, 23)","(5, 19)",1218,1,13,602,602
167,0.4,"(3, 23)","(5, 19)",1218,1,13,602,602
167,0.5,"(3, 23)","(5, 19)",1218,1,13,602,602
167,0.6,"(3, 23)","(5, 19)",1218,1,13,602,602
167,0.7,"(3, 23)","(5, 19)",2610,1,13,1298,1298
167,0.8,"(3, 23)","(5, 19)",2610,1,13,1298,1298
167,0.9,"(3, 23)","(5, 19)",2610,1,13,1298,1298
167,1.0,"(3, 23)","(5, 19)",2610,1,13,1298,1298
168,0.02,"(3, 25)","(5, 20)",31,2,5,12,12
168,0.04,"(3, 25)","(5, 20)",1455,2,5,724,724
168,0.06,"(3, 25)","(5, 20)",163,2,5,78,78
168,0.08,"(3, 25)","(5, 20)",211,2,5,102,102
168,0.1,"(3, 25)","(5, 20)",91,2,5,42,42
168,0.12,"(3, 25)","(5, 20)",223,2,5,108,108
168,0.14,"(3, 25)","(5, 20)",111,2,5,52,52
168,0.16,"(3, 25)","(5, 20)",1655,2,5,824,824
168,0.18,"(3, 25)","(5, 20)",103,2,5,48,48
168,0.2,"(3, 25)","(5, 20)",103,2,5,48,48
168,0.3,"(3, 25)","(5, 20)",103,2,5,48,48
168,0.4,"(3, 25)","(5, 20)",103,2,5,48,48
168,0.5,"(3, 25)","(5, 20)",155,2,5,74,74
168,0.6,"(3, 25)","(5, 20)",155,2,5,74,74
168,0.7,"(3, 25)","(5, 20)",155,2,5,74,74
168,0.8,"(3, 25)","(5, 20)",155,2,5,74,74
168,0.9,"(3, 25)","(5, 20)",155,2,5,74,74
168,1.0,"(3, 25)","(5, 20)",103,2,5,48,48
169,0.02,"(3, 20)","(5, 16)",646,2,8,318,318
169,0.04,"(3, 20)","(5, 16)",130,2,8,60,60
169,0.06,"(3, 20)","(5, 16)",814,2,8,402,402
169,0.08,"(3, 20)","(5, 16)",358,2,8,174,174
169,0.1,"(3, 20)","(5, 16)",4010,2,8,2000,2000
169,0.12,"(3, 20)","(5, 16)",190,2,8,90,90
169,0.14,"(3, 20)","(5, 16)",122,2,8,56,56
169,0.16,"(3, 20)","(5, 16)",66,2,8,28,28
169,0.18,"(3, 20)","(5, 16)",78,2,8,34,34
169,0.2,"(3, 20)","(5, 16)",322,2,8,156,156
169,0.3,"(3, 20)","(5, 16)",374,2,8,182,182
169,0.4,"(3, 20)","(5, 16)",74,2,8,32,32
169,0.5,"(3, 20)","(5, 16)",74,2,8,32,32
169,0.6,"(3, 20)","(5, 16)",74,2,8,32,32
169,0.7,"(3, 20)","(5, 16)",74,2,8,32,32
169,0.8,"(3, 20)","(5, 16)",74,2,8,32,32
169,0.9,"(3, 20)","(5, 16)",74,2,8,32,32
169,1.0,"(3, 20)","(5, 16)",74,2,8,32,32
170,0.02,"(3, 25)","(5, 26)",2078,2,34,1021,1021
170,0.04,"(3, 25)","(5, 26)",1758,2,34,861,861
170,0.06,"(3, 25)","(5, 26)",258,2,34,111,111
170,0.08,"(3, 25)","(5, 26)",138,2,34,51,51
170,0.1,"(3, 25)","(5, 26)",82,2,34,23,23
170,0.12,"(3, 25)","(5, 26)",78,2,34,21,21
170,0.14,"(3, 25)","(5, 26)",262,2,34,113,113
170,0.16,"(3, 25)","(5, 26)",398,2,34,181,181
170,0.18,"(3, 25)","(5, 26)",262,2,34,113,113
170,0.2,"(3, 25)","(5, 26)",262,2,34,113,113
170,0.3,"(3, 25)","(5, 26)",710,2,34,337,337
170,0.4,"(3, 25)","(5, 26)",710,2,34,337,337
170,0.5,"(3, 25)","(5, 26)",710,2,34,337,337
170,0.6,"(3, 25)","(5, 26)",710,2,34,337,337
170,0.7,"(3, 25)","(5, 26)",710,2,34,337,337
170,0.8,"(3, 25)","(5, 26)",790,2,34,377,377
170,0.9,"(3, 25)","(5, 26)",790,2,34,377,377
170,1.0,"(3, 25)","(5, 26)",790,2,34,377,377
171,0.02,"(3, 17)","(5, 18)",5675,0,7,2834,2834
171,0.04,"(3, 17)","(5, 18)",343,0,7,168,168
171,0.06,"(3, 17)","(5, 18)",215,0,7,104,104
171,0.08,"(3, 17)","(5, 18)",1791,0,7,892,892
171,0.1,"(3, 17)","(5, 18)",135,0,7,64,64
171,0.12,"(3, 17)","(5, 18)",59,0,7,26,26
171,0.14,"(3, 17)","(5, 18)",59,0,7,26,26
171,0.16,"(3, 17)","(5, 18)",59,0,7,26,26
171,0.18,"(3, 17)","(5, 18)",59,0,7,26,26
171,0.2,"(3, 17)","(5, 18)",59,0,7,26,26
171,0.3,"(3, 17)","(5, 18)",12607,0,7,6300,6300
171,0.4,"(3, 17)","(5, 18)",103,0,7,48,48
171,0.5,"(3, 17)","(5, 18)",75,0,7,34,34
171,0.6,"(3, 17)","(5, 18)",71,0,7,32,32
171,0.7,"(3, 17)","(5, 18)",71,0,7,32,32
171,0.8,"(3, 17)","(5, 18)",71,0,7,32,32
171,0.9,"(3, 17)","(5, 18)",71,0,7,32,32
171,1.0,"(3, 17)","(5, 18)",71,0,7,32,32
172,0.02,"(3, 19)","(5, 14)",198,1,19,89,89
172,0.04,"(3, 19)","(5, 14)",158,1,19,69,69
172,0.06,"(3, 19)","(5, 14)",674,1,19,327,327
172,0.08,"(3, 19)","(5, 14)",402,1,19,191,191
172,0.1,"(3, 19)","(5, 14)",998,1,19,489,489
172,0.12,"(3, 19)","(5, 14)",998,1,19,489,489
172,0.14,"(3, 19)","(5, 14)",742,1,19,361,361
172,0.16,"(3, 19)","(5, 14)",598,1,19,289,289
172,0.18,"(3, 19)","(5, 14)",7730,1,19,3855,3855
172,0.2,"(3, 19)","(5, 14)",7746,1,19,3863,3863
172,0.3,"(3, 19)","(5, 14)",7742,1,19,3861,3861
172,0.4,"(3, 19)","(5, 14)",7642,1,19,3811,3811
172,0.5,"(3, 19)","(5, 14)",7642,1,19,3811,3811
172,0.6,"(3, 19)","(5, 14)",7642,1,19,3811,3811
172,0.7,"(3, 19)","(5, 14)",7642,1,19,3811,3811
172,0.8,"(3, 19)","(5, 14)",7642,1,19,3811,3811
172,0.9,"(3, 19)","(5, 14)",7838,1,19,3909,3909
172,1.0,"(3, 19)","(5, 14)",7838,1,19,3909,3909
173,0.02,"(3, 22)","(5, 16)",840,1,7,416,416
173,0.04,"(3, 22)","(5, 16)",16580,1,7,8286,8286
173,0.06,"(3, 22)","(5, 16)",612,1,7,302,302
173,0.08,"(3, 22)","(5, 16)",96,1,7,44,44
173,0.1,"(3, 22)","(5, 16)",6360,1,7,3176,3176
173,0.12,"(3, 22)","(5, 16)",6300,1,7,3146,3146
173,0.14,"(3, 22)","(5, 16)",6296,1,7,3144,3144
173,0.16,"(3, 22)","(5, 16)",6296,1,7,3144,3144
173,0.18,"(3, 22)","(5, 16)",8796,1,7,4394,4394
173,0.2,"(3, 22)","(5, 16)",6348,1,7,3170,3170
173,0.3,"(3, 22)","(5, 16)",356,1,7,174,174
173,0.4,"(3, 22)","(5, 16)",356,1,7,174,174
173,0.5,"(3, 22)","(5, 16)",348,1,7,170,170
173,0.6,"(3, 22)","(5, 16)",76,1,7,34,34
173,0.7,"(3, 22)","(5, 16)",84,1,7,38,38
173,0.8,"(3, 22)","(5, 16)",56,1,7,24,24
173,0.9,"(3, 22)","(5, 16)",56,1,7,24,24
173,1.0,"(3, 22)","(5, 16)",56,1,7,24,24
174,0.02,"(3, 25)","(5, 20)",160,0,6,77,77
174,0.04,"(3, 25)","(5, 20)",64,0,6,29,29
174,0.06,"(3, 25)","(5, 20)",6960,0,6,3477,3477
174,0.08,"(3, 25)","(5, 20)",164,0,6,79,79
174,0.1,"(3, 25)","(5, 20)",168,0,6,81,81
174,0.12,"(3, 25)","(5, 20)",5668,0,6,2831,2831
174,0.14,"(3, 25)","(5, 20)",380,0,6,187,187
174,0.16,"(3, 25)","(5, 20)",1224,0,6,609,609
174,0.18,"(3, 25)","(5, 20)",192,0,6,93,93
174,0.2,"(3, 25)","(5, 20)",228,0,6,111,111
174,0.3,"(3, 25)","(5, 20)",228,0,6,111,111
174,0.4,"(3, 25)","(5, 20)",92,0,6,43,43
174,0.5,"(3, 25)","(5, 20)",92,0,6,43,43
174,0.6,"(3, 25)","(5, 20)",92,0,6,43,43
174,0.7,"(3, 25)","(5, 20)",92,0,6,43,43
174,0.8,"(3, 25)","(5, 20)",92,0,6,43,43
174,0.9,"(3, 25)","(5, 20)",92,0,6,43,43
174,1.0,"(3, 25)","(5, 20)",92,0,6,43,43
175,0.02,"(3, 25)","(5, 27)",160,0,20,70,70
175,0.04,"(3, 25)","(5, 27)",13144,0,20,6562,6562
175,0.06,"(3, 25)","(5, 27)",652,0,20,316,316
175,0.08,"(3, 25)","(5, 27)",13144,0,20,6562,6562
175,0.1,"(3, 25)","(5, 27)",13132,0,20,6556,6556
175,0.12,"(3, 25)","(5, 27)",13128,0,20,6554,6554
175,0.14,"(3, 25)","(5, 27)",13068,0,20,6524,6524
175,0.16,"(3, 25)","(5, 27)",13072,0,20,6526,6526
175,0.18,"(3, 25)","(5, 27)",13076,0,20,6528,6528
175,0.2,"(3, 25)","(5, 27)",13088,0,20,6534,6534
175,0.3,"(3, 25)","(5, 27)",2136,0,20,1058,1058
175,0.4,"(3, 25)","(5, 27)",2136,0,20,1058,1058
175,0.5,"(3, 25)","(5, 27)",9212,0,20,4596,4596
175,0.6,"(3, 25)","(5, 27)",9212,0,20,4596,4596
175,0.7,"(3, 25)","(5, 27)",9212,0,20,4596,4596
175,0.8,"(3, 25)","(5, 27)",9212,0,20,4596,4596
175,0.9,"(3, 25)","(5, 27)",9212,0,20,4596,4596
175,1.0,"(3, 25)","(5, 27)",9212,0,20,4596,4596
176,0.02,"(3, 28)","(5, 25)",149,2,15,66,66
176,0.04,"(3, 28)","(5, 25)",1397,2,15,690,690
176,0.06,"(3, 28)","(5, 25)",121,2,15,52,52
176,0.08,"(3, 28)","(5, 25)",301,2,15,142,142
176,0.1,"(3, 28)","(5, 25)",301,2,15,142,142
176,0.12,"(3, 28)","(5, 25)",1269,2,15,626,626
176,0.14,"(3, 28)","(5, 25)",301,2,15,142,142
176,0.16,"(3, 28)","(5, 25)",133,2,15,58,58
176,0.18,"(3, 28)","(5, 25)",1585,2,15,784,784
176,0.2,"(3, 28)","(5, 25)",1589,2,15,786,786
176,0.3,"(3, 28)","(5, 25)",129,2,15,56,56
176,0.4,"(3, 28)","(5, 25)",129,2,15,56,56
176,0.5,"(3, 28)","(5, 25)",129,2,15,56,56
176,0.6,"(3, 28)","(5, 25)",129,2,15,56,56
176,0.7,"(3, 28)","(5, 25)",93,2,15,38,38
176,0.8,"(3, 28)","(5, 25)",93,2,15,38,38
176,0.9,"(3, 28)","(5, 25)",37,2,15,10,10
176,1.0,"(3, 28)","(5, 25)",421,2,15,202,202
177,0.02,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.04,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.06,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.08,"(3, 14)","(5, 11)",1615,1,22,796,796
177,0.1,"(3, 14)","(5, 11)",1595,1,22,786,786
177,0.12,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.14,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.16,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.18,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.2,"(3, 14)","(5, 11)",39,1,22,8,8
177,0.3,"(3, 14)","(5, 11)",7619,1,22,3798,3798
177,0.4,"(3, 14)","(5, 11)",5607,1,22,2792,2792
177,0.5,"(3, 14)","(5, 11)",2979,1,22,1478,1478
177,0.6,"(3, 14)","(5, 11)",2979,1,22,1478,1478
177,0.7,"(3, 14)","(5, 11)",2979,1,22,1478,1478
177,0.8,"(3, 14)","(5, 11)",2979,1,22,1478,1478
177,0.9,"(3, 14)","(5, 11)",2979,1,22,1478,1478
177,1.0,"(3, 14)","(5, 11)",2979,1,22,1478,1478
178,0.02,"(3, 24)","(5, 18)",111,0,9,51,51
178,0.04,"(3, 24)","(5, 18)",651,0,9,321,321
178,0.06,"(3, 24)","(5, 18)",303,0,9,147,147
178,0.08,"(3, 24)","(5, 18)",323,0,9,157,157
178,0.1,"(3, 24)","(5, 18)",339,0,9,165,165
178,0.12,"(3, 24)","(5, 18)",307,0,9,149,149
178,0.14,"(3, 24)","(5, 18)",307,0,9,149,149
178,0.16,"(3, 24)","(5, 18)",327,0,9,159,159
178,0.18,"(3, 24)","(5, 18)",303,0,9,147,147
178,0.2,"(3, 24)","(5, 18)",303,0,9,147,147
178,0.3,"(3, 24)","(5, 18)",1519,0,9,755,755
178,0.4,"(3, 24)","(5, 18)",927,0,9,459,459
178,0.5,"(3, 24)","(5, 18)",787,0,9,389,389
178,0.6,"(3, 24)","(5, 18)",787,0,9,389,389
178,0.7,"(3, 24)","(5, 18)",787,0,9,389,389
178,0.8,"(3, 24)","(5, 18)",787,0,9,389,389
178,0.9,"(3, 24)","(5, 18)",787,0,9,389,389
178,1.0,"(3, 24)","(5, 18)",787,0,9,389,389
179,0.02,"(4, 4)","(6, 1)",79,2,25,26,26
179,0.04,"(4, 4)","(6, 1)",87,2,25,30,30
179,0.06,"(4, 4)","(6, 1)",851,2,25,412,412
179,0.08,"(4, 4)","(6, 1)",371,2,25,172,172
179,0.1,"(4, 4)","(6, 1)",2235,2,25,1104,1104
179,0.12,"(4, 4)","(6, 1)",367,2,25,170,170
179,0.14,"(4, 4)","(6, 1)",367,2,25,170,170
179,0.16,"(4, 4)","(6, 1)",5619,2,25,2796,2796
179,0.18,"(4, 4)","(6, 1)",83,2,25,28,28
179,0.2,"(4, 4)","(6, 1)",83,2,25,28,28
179,0.3,"(4, 4)","(6, 1)",4915,2,25,2444,2444
179,0.4,"(4, 4)","(6, 1)",1227,2,25,600,600
179,0.5,"(4, 4)","(6, 1)",4899,2,25,2436,2436
179,0.6,"(4, 4)","(6, 1)",4899,2,25,2436,2436
179,0.7,"(4, 4)","(6, 1)",283,2,25,128,128
179,0.8,"(4, 4)","(6, 1)",283,2,25,128,128
179,0.9,"(4, 4)","(6, 1)",283,2,25,128,128
179,1.0,"(4, 4)","(6, 1)",283,2,25,128,128
180,0.02,"(3, 17)","(5, 14)",165,0,9,78,78
180,0.04,"(3, 17)","(5, 14)",245,0,9,118,118
180,0.06,"(3, 17)","(5, 14)",537,0,9,264,264
180,0.08,"(3, 17)","(5, 14)",9345,0,9,4668,4668
180,0.1,"(3, 17)","(5, 14)",797,0,9,394,394
180,0.12,"(3, 17)","(5, 14)",77,0,9,34,34
180,0.14,"(3, 17)","(5, 14)",73,0,9,32,32
180,0.16,"(3, 17)","(5, 14)",757,0,9,374,374
180,0.18,"(3, 17)","(5, 14)",757,0,9,374,374
180,0.2,"(3, 17)","(5, 14)",241,0,9,116,116
180,0.3,"(3, 17)","(5, 14)",9397,0,9,4694,4694
180,0.4,"(3, 17)","(5, 14)",9405,0,9,4698,4698
180,0.5,"(3, 17)","(5, 14)",9405,0,9,4698,4698
180,0.6,"(3, 17)","(5, 14)",9405,0,9,4698,4698
180,0.7,"(3, 17)","(5, 14)",73,0,9,32,32
180,0.8,"(3, 17)","(5, 14)",73,0,9,32,32
180,0.9,"(3, 17)","(5, 14)",73,0,9,32,32
180,1.0,"(3, 17)","(5, 14)",73,0,9,32,32
181,0.02,"(3, 18)","(5, 18)",70,1,25,22,22
181,0.04,"(3, 18)","(5, 18)",62,1,25,18,18
181,0.06,"(3, 18)","(5, 18)",122,1,25,48,48
181,0.08,"(3, 18)","(5, 18)",162,1,25,68,68
181,0.1,"(3, 18)","(5, 18)",162,1,25,68,68
181,0.12,"(3, 18)","(5, 18)",230,1,25,102,102
181,0.14,"(3, 18)","(5, 18)",230,1,25,102,102
181,0.16,"(3, 18)","(5, 18)",282,1,25,128,128
181,0.18,"(3, 18)","(5, 18)",230,1,25,102,102
181,0.2,"(3, 18)","(5, 18)",230,1,25,102,102
181,0.3,"(3, 18)","(5, 18)",230,1,25,102,102
181,0.4,"(3, 18)","(5, 18)",226,1,25,100,100
181,0.5,"(3, 18)","(5, 18)",202,1,25,88,88
181,0.6,"(3, 18)","(5, 18)",202,1,25,88,88
181,0.7,"(3, 18)","(5, 18)",202,1,25,88,88
181,0.8,"(3, 18)","(5, 18)",202,1,25,88,88
181,0.9,"(3, 18)","(5, 18)",202,1,25,88,88
181,1.0,"(3, 18)","(5, 18)",202,1,25,88,88
182,0.02,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.04,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.06,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.08,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.1,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.12,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.14,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.16,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.18,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.2,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.3,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.4,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.5,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.6,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.7,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.8,"(3, 27)","(5, 25)",17,2,5,5,5
182,0.9,"(3, 27)","(5, 25)",17,2,5,5,5
182,1.0,"(3, 27)","(5, 25)",17,2,5,5,5
183,0.02,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.04,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.06,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.08,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.1,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.12,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.14,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.16,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.18,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.2,"(3, 22)","(5, 21)",34,2,26,3,3
183,0.3,"(3, 22)","(5, 21)",102,2,26,37,37
183,0.4,"(3, 22)","(5, 21)",42,2,26,7,7
183,0.5,"(3, 22)","(5, 21)",90,2,26,31,31
183,0.6,"(3, 22)","(5, 21)",90,2,26,31,31
183,0.7,"(3, 22)","(5, 21)",90,2,26,31,31
183,0.8,"(3, 22)","(5, 21)",90,2,26,31,31
183,0.9,"(3, 22)","(5, 21)",90,2,26,31,31
183,1.0,"(3, 22)","(5, 21)",90,2,26,31,31
184,0.02,"(3, 20)","(5, 11)",264,1,17,123,123
184,0.04,"(3, 20)","(5, 11)",776,1,17,379,379
184,0.06,"(3, 20)","(5, 11)",476,1,17,229,229
184,0.08,"(3, 20)","(5, 11)",392,1,17,187,187
184,0.1,"(3, 20)","(5, 11)",796,1,17,389,389
184,0.12,"(3, 20)","(5, 11)",580,1,17,281,281
184,0.14,"(3, 20)","(5, 11)",356,1,17,169,169
184,0.16,"(3, 20)","(5, 11)",388,1,17,185,185
184,0.18,"(3, 20)","(5, 11)",388,1,17,185,185
184,0.2,"(3, 20)","(5, 11)",444,1,17,213,213
184,0.3,"(3, 20)","(5, 11)",452,1,17,217,217
184,0.4,"(3, 20)","(5, 11)",336,1,17,159,159
184,0.5,"(3, 20)","(5, 11)",320,1,17,151,151
184,0.6,"(3, 20)","(5, 11)",320,1,17,151,151
184,0.7,"(3, 20)","(5, 11)",284,1,17,133,133
184,0.8,"(3, 20)","(5, 11)",284,1,17,133,133
184,0.9,"(3, 20)","(5, 11)",284,1,17,133,133
184,1.0,"(3, 20)","(5, 11)",284,1,17,133,133
185,0.02,"(4, 6)","(5, 24)",1168,3,23,571,571
185,0.04,"(4, 6)","(5, 24)",716,3,23,345,345
185,0.06,"(4, 6)","(5, 24)",1452,3,23,713,713
185,0.08,"(4, 6)","(5, 24)",764,3,23,369,369
185,0.1,"(4, 6)","(5, 24)",7684,3,23,3829,3829
185,0.12,"(4, 6)","(5, 24)",912,3,23,443,443
185,0.14,"(4, 6)","(5, 24)",852,3,23,413,413
185,0.16,"(4, 6)","(5, 24)",1968,3,23,971,971
185,0.18,"(4, 6)","(5, 24)",1656,3,23,815,815
185,0.2,"(4, 6)","(5, 24)",1656,3,23,815,815
185,0.3,"(4, 6)","(5, 24)",1656,3,23,815,815
185,0.4,"(4, 6)","(5, 24)",6608,3,23,3291,3291
185,0.5,"(4, 6)","(5, 24)",6612,3,23,3293,3293
185,0.6,"(4, 6)","(5, 24)",6612,3,23,3293,3293
185,0.7,"(4, 6)","(5, 24)",6612,3,23,3293,3293
185,0.8,"(4, 6)","(5, 24)",6612,3,23,3293,3293
185,0.9,"(4, 6)","(5, 24)",6612,3,23,3293,3293
185,1.0,"(4, 6)","(5, 24)",6612,3,23,3293,3293
186,0.02,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.04,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.06,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.08,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.1,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.12,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.14,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.16,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.18,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.2,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.3,"(3, 20)","(5, 18)",19,0,5,7,7
186,0.4,"(3, 20)","(5, 18)",47,0,5,21,21
186,0.5,"(3, 20)","(5, 18)",43,0,5,19,19
186,0.6,"(3, 20)","(5, 18)",43,0,5,19,19
186,0.7,"(3, 20)","(5, 18)",43,0,5,19,19
186,0.8,"(3, 20)","(5, 18)",43,0,5,19,19
186,0.9,"(3, 20)","(5, 18)",43,0,5,19,19
186,1.0,"(3, 20)","(5, 18)",43,0,5,19,19
187,0.02,"(4, 3)","(5, 28)",161,1,6,77,77
187,0.04,"(4, 3)","(5, 28)",1189,1,6,591,591
187,0.06,"(4, 3)","(5, 28)",1465,1,6,729,729
187,0.08,"(4, 3)","(5, 28)",1529,1,6,761,761
187,0.1,"(4, 3)","(5, 28)",1529,1,6,761,761
187,0.12,"(4, 3)","(5, 28)",1725,1,6,859,859
187,0.14,"(4, 3)","(5, 28)",8033,1,6,4013,4013
187,0.16,"(4, 3)","(5, 28)",8033,1,6,4013,4013
187,0.18,"(4, 3)","(5, 28)",7761,1,6,3877,3877
187,0.2,"(4, 3)","(5, 28)",1769,1,6,881,881
187,0.3,"(4, 3)","(5, 28)",1585,1,6,789,789
187,0.4,"(4, 3)","(5, 28)",1585,1,6,789,789
187,0.5,"(4, 3)","(5, 28)",1585,1,6,789,789
187,0.6,"(4, 3)","(5, 28)",1585,1,6,789,789
187,0.7,"(4, 3)","(5, 28)",1585,1,6,789,789
187,0.8,"(4, 3)","(5, 28)",1585,1,6,789,789
187,0.9,"(4, 3)","(5, 28)",1585,1,6,789,789
187,1.0,"(4, 3)","(5, 28)",1585,1,6,789,789
188,0.02,"(3, 24)","(5, 18)",128,2,18,54,54
188,0.04,"(3, 24)","(5, 18)",64,2,18,22,22
188,0.06,"(3, 24)","(5, 18)",268,2,18,124,124
188,0.08,"(3, 24)","(5, 18)",780,2,18,380,380
188,0.1,"(3, 24)","(5, 18)",276,2,18,128,128
188,0.12,"(3, 24)","(5, 18)",1740,2,18,860,860
188,0.14,"(3, 24)","(5, 18)",516,2,18,248,248
188,0.16,"(3, 24)","(5, 18)",340,2,18,160,160
188,0.18,"(3, 24)","(5, 18)",340,2,18,160,160
188,0.2,"(3, 24)","(5, 18)",340,2,18,160,160
188,0.3,"(3, 24)","(5, 18)",384,2,18,182,182
188,0.4,"(3, 24)","(5, 18)",376,2,18,178,178
188,0.5,"(3, 24)","(5, 18)",1400,2,18,690,690
188,0.6,"(3, 24)","(5, 18)",1608,2,18,794,794
188,0.7,"(3, 24)","(5, 18)",800,2,18,390,390
188,0.8,"(3, 24)","(5, 18)",800,2,18,390,390
188,0.9,"(3, 24)","(5, 18)",800,2,18,390,390
188,1.0,"(3, 24)","(5, 18)",800,2,18,390,390
189,0.02,"(3, 28)","(5, 18)",55,3,18,17,17
189,0.04,"(3, 28)","(5, 18)",4503,3,18,2241,2241
189,0.06,"(3, 28)","(5, 18)",235,3,18,107,107
189,0.08,"(3, 28)","(5, 18)",455,3,18,217,217
189,0.1,"(3, 28)","(5, 18)",1395,3,18,687,687
189,0.12,"(3, 28)","(5, 18)",415,3,18,197,197
189,0.14,"(3, 28)","(5, 18)",407,3,18,193,193
189,0.16,"(3, 28)","(5, 18)",787,3,18,383,383
189,0.18,"(3, 28)","(5, 18)",575,3,18,277,277
189,0.2,"(3, 28)","(5, 18)",323,3,18,151,151
189,0.3,"(3, 28)","(5, 18)",131,3,18,55,55
189,0.4,"(3, 28)","(5, 18)",115,3,18,47,47
189,0.5,"(3, 28)","(5, 18)",115,3,18,47,47
189,0.6,"(3, 28)","(5, 18)",115,3,18,47,47
189,0.7,"(3, 28)","(5, 18)",115,3,18,47,47
189,0.8,"(3, 28)","(5, 18)",115,3,18,47,47
189,0.9,"(3, 28)","(5, 18)",115,3,18,47,47
189,1.0,"(3, 28)","(5, 18)",115,3,18,47,47
190,0.02,"(3, 24)","(5, 21)",31,2,13,8,8
190,0.04,"(3, 24)","(5, 21)",131,2,13,58,58
190,0.06,"(3, 24)","(5, 21)",131,2,13,58,58
190,0.08,"(3, 24)","(5, 21)",107,2,13,46,46
190,0.1,"(3, 24)","(5, 21)",79,2,13,32,32
190,0.12,"(3, 24)","(5, 21)",47,2,13,16,16
190,0.14,"(3, 24)","(5, 21)",47,2,13,16,16
190,0.16,"(3, 24)","(5, 21)",47,2,13,16,16
190,0.18,"(3, 24)","(5, 21)",439,2,13,212,212
190,0.2,"(3, 24)","(5, 21)",439,2,13,212,212
190,0.3,"(3, 24)","(5, 21)",47,2,13,16,16
